0 -2.13735 1.41216 1.01642 -1.14012 0.310286 3.16423 -2.85936 0 0 0 0 0 0 0 
0.05 -2.13658 1.41264 1.01401 -1.13999 0.31071 3.16367 -2.85311 0.0305806 0.0191426 -0.0962338 0.00517237 0.0169521 -0.0224624 0.25 
0.1 -2.13429 1.41408 1.0068 -1.1396 0.311981 3.16198 -2.83436 0.0611611 0.0382852 -0.192468 0.0103447 0.0339043 -0.0449248 0.5 
0.15 -2.13047 1.41647 0.994766 -1.13895 0.3141 3.15917 -2.80311 0.0917417 0.0574279 -0.288701 0.0155171 0.0508564 -0.0673873 0.75 
0.2 -2.12511 1.41982 0.977925 -1.13805 0.317067 3.15524 -2.75936 0.122322 0.0765705 -0.384935 0.0206895 0.0678085 -0.0898497 1 
0.25 -2.11823 1.42413 0.956273 -1.13689 0.320881 3.15019 -2.70936 0.152903 0.0957131 -0.481169 0.0258619 0.0847607 -0.112312 1 
0.3 -2.10982 1.42939 0.929809 -1.13546 0.325543 3.14401 -2.65936 0.183483 0.114856 -0.577403 0.0310342 0.101713 -0.134775 1 
0.35 -2.09989 1.43561 0.898533 -1.13378 0.331052 3.13671 -2.60936 0.214064 0.133998 -0.673637 0.0362066 0.118665 -0.157237 1 
0.4 -2.08842 1.44279 0.862445 -1.13184 0.337409 3.12829 -2.55936 0.244645 0.153141 -0.76987 0.041379 0.135617 -0.179699 1 
0.45 -2.07542 1.45093 0.821546 -1.12964 0.344614 3.11874 -2.50936 0.275225 0.172284 -0.866104 0.0465513 0.152569 -0.202162 1 
0.5 -2.0609 1.46002 0.775835 -1.12719 0.352666 3.10807 -2.45936 0.305806 0.191426 -0.962338 0.0517237 0.169521 -0.224624 1 
0.55 -2.04484 1.47007 0.726203 -1.12447 0.361566 3.09628 -2.40936 0.336386 0.210569 -1 0.0568961 0.186474 -0.247087 1 
0.6 -2.02726 1.48108 0.676203 -1.1215 0.371314 3.08336 -2.35936 0.366967 0.229711 -1 0.0620685 0.203426 -0.269549 1 
0.65 -2.00814 1.49304 0.626203 -1.11826 0.381909 3.06932 -2.30936 0.397547 0.248854 -1 0.0672408 0.220378 -0.292011 1 
0.7 -1.9875 1.50596 0.576203 -1.11477 0.393351 3.05416 -2.25936 0.428128 0.267997 -1 0.0724132 0.23733 -0.314474 1 
0.75 -1.96533 1.51984 0.526203 -1.11102 0.405642 3.03788 -2.20936 0.458708 0.287139 -1 0.0775856 0.254282 -0.336936 1 
0.8 -1.9423 1.53426 0.476203 -1.10713 0.418411 3.02096 -2.15936 0.448946 0.281028 -1 0.0759343 0.24887 -0.329765 1 
0.85 -1.92061 1.54783 0.426203 -1.10346 0.430431 3.00503 -2.10936 0.418365 0.261886 -1 0.070762 0.231918 -0.307303 1 
0.9 -1.90046 1.56045 0.376203 -1.10005 0.441603 2.99023 -2.05936 0.387785 0.242743 -1 0.0655896 0.214966 -0.284841 1 
0.95 -1.88184 1.57211 0.326203 -1.0969 0.451927 2.97655 -2.00936 0.357204 0.2236 -1 0.0604172 0.198014 -0.262378 1 
1 -1.86474 1.58281 0.276203 -1.09401 0.461404 2.96399 -1.95936 0.326624 0.204458 -1 0.0552449 0.181062 -0.239916 1 
1.05 -1.84917 1.59255 0.227418 -1.09138 0.470033 2.95255 -1.90936 0.296043 0.185315 -0.931616 0.0500725 0.16411 -0.217453 1 
1.1 -1.83514 1.60134 0.183243 -1.089 0.477815 2.94224 -1.85936 0.265463 0.166172 -0.835382 0.0449001 0.147157 -0.194991 1 
1.15 -1.82263 1.60917 0.14388 -1.08689 0.484749 2.93306 -1.80936 0.234882 0.14703 -0.739149 0.0397277 0.130205 -0.172528 1 
1.2 -1.81165 1.61604 0.109328 -1.08503 0.490836 2.92499 -1.75936 0.204301 0.127887 -0.642915 0.0345554 0.113253 -0.150066 1 
1.25 -1.8022 1.62196 0.0795881 -1.08343 0.496074 2.91805 -1.70936 0.173721 0.108745 -0.546681 0.029383 0.096301 -0.127604 1 
1.3 -1.79428 1.62692 0.0546599 -1.08209 0.500466 2.91223 -1.65936 0.14314 0.089602 -0.450447 0.0242106 0.0793489 -0.105141 1 
1.35 -1.78788 1.63092 0.0345434 -1.08101 0.504009 2.90754 -1.61 0.11256 0.0704594 -0.354213 0.0190383 0.0623967 -0.0826788 0.92019 
1.4 -1.78302 1.63396 0.0192385 -1.08019 0.506705 2.90396 -1.57024 0.0819791 0.0513168 -0.25798 0.0138659 0.0454446 -0.0602164 0.67019 
1.45 -1.77968 1.63605 0.0087454 -1.07962 0.508554 2.90151 -1.54298 0.0513986 0.0321741 -0.161746 0.00869351 0.0284925 -0.0377539 0.42019 
1.5 -1.77788 1.63718 0.00306395 -1.07932 0.509555 2.90019 -1.52822 0.020818 0.0130315 -0.0655121 0.00352114 0.0115403 -0.0152915 0.17019 
