0 2.02776 1.45019 -2.01366 -1.87527 -0.95149 3.87002 0.877168 0 0 0 0 0 0 0 
0.05 2.02709 1.44976 -2.00741 -1.87522 -0.95184 3.86972 0.877319 -0.0269365 -0.0171747 0.25 0.00189055 -0.0139967 -0.0117913 0.00602404 
0.1 2.02507 1.44847 -1.98866 -1.87508 -0.95289 3.86884 0.877771 -0.0538729 -0.0343493 0.5 0.0037811 -0.0279933 -0.0235826 0.0120481 
0.15 2.0217 1.44632 -1.95741 -1.87484 -0.954639 3.86736 0.878524 -0.0808094 -0.051524 0.75 0.00567166 -0.04199 -0.0353739 0.0180721 
0.2 2.01699 1.44332 -1.91366 -1.87451 -0.957089 3.8653 0.879578 -0.107746 -0.0686986 1 0.00756221 -0.0559866 -0.0471652 0.0240962 
0.25 2.01093 1.43945 -1.86366 -1.87408 -0.960238 3.86265 0.880933 -0.134682 -0.0858733 1 0.00945276 -0.0699833 -0.0589565 0.0301202 
0.3 2.00352 1.43473 -1.81366 -1.87356 -0.964087 3.8594 0.88259 -0.161619 -0.103048 1 0.0113433 -0.0839799 -0.0707478 0.0361442 
0.35 1.99476 1.42915 -1.76366 -1.87295 -0.968636 3.85557 0.884548 -0.188555 -0.120223 1 0.0132339 -0.0979766 -0.0825391 0.0421683 
0.4 1.98466 1.42271 -1.71366 -1.87224 -0.973885 3.85115 0.886807 -0.215492 -0.137397 1 0.0151244 -0.111973 -0.0943303 0.0481923 
0.45 1.97321 1.41541 -1.66366 -1.87144 -0.979833 3.84614 0.889367 -0.242428 -0.154572 1 0.017015 -0.12597 -0.106122 0.0542164 
0.5 1.96042 1.40725 -1.61366 -1.87054 -0.986482 3.84054 0.892228 -0.269365 -0.171747 1 0.0189055 -0.139967 -0.117913 0.0602404 
0.55 1.94628 1.39823 -1.56366 -1.86955 -0.99383 3.83435 0.895391 -0.296301 -0.188921 1 0.0207961 -0.153963 -0.129704 0.0662645 
0.6 1.93079 1.38836 -1.51366 -1.86846 -1.00188 3.82757 0.898855 -0.323238 -0.206096 1 0.0226866 -0.16796 -0.141496 0.0722885 
0.65 1.91395 1.37762 -1.46366 -1.86728 -1.01063 3.8202 0.90262 -0.350174 -0.223271 1 0.0245772 -0.181956 -0.153287 0.0783125 
0.7 1.89577 1.36603 -1.41366 -1.866 -1.02007 3.81224 0.906686 -0.377111 -0.240445 1 0.0264677 -0.195953 -0.165078 0.0843366 
0.75 1.87624 1.35358 -1.36366 -1.86463 -1.03022 3.80369 0.911053 -0.404047 -0.25762 1 0.0283583 -0.20995 -0.176869 0.0903606 
0.8 1.85537 1.34027 -1.31366 -1.86317 -1.04107 3.79455 0.915722 -0.430983 -0.274795 1 0.0302488 -0.223946 -0.188661 0.0963847 
0.85 1.83314 1.3261 -1.26366 -1.86161 -1.05262 3.78482 0.920692 -0.45792 -0.291969 1 0.0321394 -0.237943 -0.200452 0.102409 
0.9 1.80958 1.31107 -1.21366 -1.85995 -1.06486 3.77451 0.925963 -0.484856 -0.309144 1 0.0340299 -0.25194 -0.212243 0.108433 
0.95 1.78466 1.29519 -1.16366 -1.8582 -1.07781 3.7636 0.931535 -0.511793 -0.326319 1 0.0359205 -0.265936 -0.224035 0.114457 
1 1.7584 1.27844 -1.11366 -1.85636 -1.09146 3.7521 0.937409 -0.538729 -0.343493 1 0.037811 -0.279933 -0.235826 0.120481 
1.05 1.73079 1.26084 -1.06366 -1.85442 -1.1058 3.74002 0.943583 -0.565666 -0.360668 1 0.0397016 -0.29393 -0.247617 0.126505 
1.1 1.70183 1.24237 -1.01366 -1.85239 -1.12085 3.72734 0.950059 -0.592602 -0.377843 1 0.0415921 -0.307926 -0.259408 0.132529 
1.15 1.67153 1.22305 -0.963658 -1.85026 -1.1366 3.71408 0.956836 -0.619539 -0.395017 1 0.0434827 -0.321923 -0.2712 0.138553 
1.2 1.63988 1.20287 -0.913658 -1.84804 -1.15304 3.70022 0.963914 -0.646475 -0.412192 1 0.0453732 -0.33592 -0.282991 0.144577 
1.25 1.60688 1.18183 -0.863658 -1.84573 -1.17019 3.68578 0.971294 -0.673412 -0.429367 1 0.0472638 -0.349916 -0.294782 0.150601 
1.3 1.57253 1.15993 -0.813658 -1.84331 -1.18803 3.67074 0.978974 -0.700348 -0.446541 1 0.0491543 -0.363913 -0.306574 0.156625 
1.35 1.53684 1.13718 -0.763658 -1.84081 -1.20658 3.65512 0.986956 -0.727285 -0.463716 1 0.0510449 -0.37791 -0.318365 0.162649 
1.4 1.49981 1.11356 -0.713658 -1.83821 -1.22582 3.63891 0.995239 -0.754221 -0.480891 1 0.0529354 -0.391906 -0.330156 0.168673 
1.45 1.46142 1.08909 -0.663658 -1.83552 -1.24577 3.6221 1.00382 -0.781158 -0.498065 1 0.054826 -0.405903 -0.341948 0.174697 
1.5 1.42169 1.06376 -0.613658 -1.83273 -1.26641 3.60471 1.01271 -0.808094 -0.51524 1 0.0567166 -0.4199 -0.353739 0.180721 
1.55 1.38061 1.03757 -0.563658 -1.82984 -1.28776 3.58673 1.0219 -0.835031 -0.532415 1 0.0586071 -0.433896 -0.36553 0.186745 
1.6 1.33819 1.01052 -0.513658 -1.82687 -1.3098 3.56816 1.03138 -0.861967 -0.549589 1 0.0604977 -0.447893 -0.377321 0.192769 
1.65 1.29442 0.982606 -0.463658 -1.82379 -1.33255 3.549 1.04117 -0.888903 -0.566764 1 0.0623882 -0.46189 -0.389113 0.198793 
1.7 1.2493 0.953839 -0.413658 -1.82063 -1.35599 3.52925 1.05126 -0.91584 -0.583938 1 0.0642788 -0.475886 -0.400904 0.204817 
1.75 1.20283 0.924213 -0.363658 -1.81737 -1.38014 3.50891 1.06165 -0.942776 -0.601113 1 0.0661693 -0.489883 -0.412695 0.210841 
1.8 1.15502 0.893727 -0.313658 -1.81401 -1.40498 3.48798 1.07235 -0.969713 -0.618288 1 0.0680599 -0.50388 -0.424487 0.216865 
1.85 1.10586 0.862384 -0.263658 -1.81056 -1.43053 3.46646 1.08334 -0.996649 -0.635462 1 0.0699504 -0.517876 -0.436278 0.22289 
1.9 1.05587 0.830181 -0.213658 -1.80702 -1.45677 3.44435 1.09464 -1 -0.652637 1 0.071841 -0.531873 -0.448069 0.228914 
1.95 1.00587 0.79712 -0.163658 -1.80338 -1.48371 3.42165 1.10623 -1 -0.669812 1 0.0737315 -0.545869 -0.45986 0.234938 
2 0.95587 0.7632 -0.113658 -1.79964 -1.51136 3.39837 1.11813 -1 -0.686986 1 0.0756221 -0.559866 -0.471652 0.240962 
2.05 0.90587 0.728421 -0.0636582 -1.79581 -1.5397 3.37449 1.13033 -1 -0.704161 1 0.0775126 -0.573863 -0.483443 0.246986 
2.1 0.85587 0.692784 -0.0136582 -1.79189 -1.56874 3.35002 1.14283 -1 -0.721336 1 0.0794032 -0.587859 -0.495234 0.25301 
2.15 0.80587 0.656288 0.0363418 -1.78787 -1.59849 3.32496 1.15563 -1 -0.73851 1 0.0812937 -0.601856 -0.507026 0.259034 
